text,labels
A Lloyd 2 Star Frost Free Double Door Refrigerator is GLFF342ASRT1PB,O B-br O O O O O O O O B-mo
Free Door Lloyd 2 A Star Double GLFF342ASRT1PB Refrigerator is Frost,O O B-br O O O O B-mo O O O
Double Frost is 2 Free Refrigerator Lloyd GLFF342ASRT1PB Star A Door,O O O O O O B-br B-mo O O O
Double Frost is 2 Free Refrigerator Lloyd GLFF342ASRT1PB Star A,O O O O O O B-br B-mo O O
Realme TechLife 215 L Direct Cool Single Door 2 Star Refrigerator  RM215BDSRBI1,B-br I-br O O O O O O O O O O
TechLife 215 Refrigerator Cool L Star Door Realme 2 Single RM215BDSRBI1 Direct,I-br O O O O O O B-br O O O O
Single RM215BDSRBI1 2 215 Direct Realme L Refrigerator Star Cool TechLife Door,O O O O O B-br O O O O I-br O
Single RM215BDSRBI1 2 215 Direct Realme Refrigerator Star Cool TechLife Door,O O O O O B-br O O O I-br O
Siemens 369 L Direct Cool Single Door 5 Star Refrigerator  CI24RP01,B-br O O O O O O O O O B-mo
Single Cool Siemens L Door CI24RP01 5 Refrigerator 369 Direct Star,O O B-br O O B-mo O O O O O
Cool Star Single Direct Door 5 Siemens Refrigerator 369 CI24RP01 L,O O O O O O B-br O O B-mo O
Cool Star Single Direct Door 5 Siemens Refrigerator CI24RP01 L,O O O O O O B-br O B-mo O
Lloyd 340 L Frost Free Double Door 2 Star Refrigerator,B-br O O O O O O O O O
Star Refrigerator Frost Door Double Lloyd Free L 2 340,O O O O O B-br O O O O
Double Star Refrigerator Door 340 Lloyd L Frost 2 Free,O O O O O B-br O O O O
Double Star Door 340 Lloyd L Frost 2 Free,O O O O B-br O O O O
This Videocon  model number: VPP60ZPSFS  refrigerator is 3-star rated and features a frost-free side-by-side design,O B-br O O B-mo O O O O O O O O O O
and features 3-star frost-free design VPP60ZPSFS Videocon number: a is rated refrigerator This model side-by-side,O O O O O B-mo B-br O O O O O O O O
features number: design rated VPP60ZPSFS This is Videocon frost-free refrigerator 3-star and side-by-side a model,O O O O B-mo O O B-br O O O O O O O
features number: design rated This is Videocon frost-free refrigerator 3-star and side-by-side a model,O O O O O O B-br O O O O O O O
Samsung 192 L 3 Star Direct Cool Single Door Refrigerator RR20A272YCU/NL,B-br O O O O O O O O O B-mo
Single Samsung Refrigerator L Door RR20A272YCU/NL 3 192 Star Cool Direct,O B-br O O O B-mo O O O O O
Cool Door Refrigerator RR20A272YCU/NL Samsung 3 Single L Star Direct 192,O O O B-mo B-br O O O O O O
Cool Door Refrigerator RR20A272YCU/NL Samsung 3 Single L Direct 192,O O O B-mo B-br O O O O O
Croma 307 L Frost Free Double Door 3 Star Refrigerator  CRLR310FFD259607  contains a refrigerator,B-br O O O O O O O O O B-mo O O O
3 307 Double Croma refrigerator Frost L Door Free CRLR310FFD259607 Star a Refrigerator contains,O O O B-br O O O O O B-mo O O O O
contains Door refrigerator Double Refrigerator Free Croma a 307 Star CRLR310FFD259607 L Frost 3,O O O O O O B-br O O O B-mo O O O
contains Door refrigerator Double Refrigerator Croma a 307 Star CRLR310FFD259607 L Frost 3,O O O O O B-br O O O B-mo O O O
p Kelvinator 150 L Direct Cool Single Door 3 Star Refrigerator /p,O B-br O O O O O O O O O O
Cool /p Refrigerator Direct L Kelvinator Door Single 3 150 p Star,O O O O O B-br O O O O O O
Star Kelvinator /p p 3 Single Door L 150 Direct Refrigerator Cool,O B-br O O O O O O O O O O
Star Kelvinator /p p Single Door L 150 Direct Refrigerator Cool,O B-br O O O O O O O O O
MiRFDDG240V15,B-mo
MiRFDDG240V15,B-mo
MiRFDDG240V15,B-mo
,
Voltas Beko 225 L Direct Cool Single Door 3 Star Refrigerator,B-br I-br O O O O O O O O O
Refrigerator Star L Single Door 3 Cool Voltas Direct Beko 225,O O O O O O O B-br O I-br O
3 Direct Star Door L Cool Voltas Refrigerator Single Beko 225,O O O O O O B-br O O I-br O
3 Direct Door L Cool Voltas Refrigerator Single Beko 225,O O O O O B-br O O I-br O
271 L Frost Free Double Door 2 Star Refrigerator by MarQ. /s   What are the key features of this refrigerator that make it a good choice for someone looking for a new appliance? /s   Some of the key features of this refrigerator include:  - Energy-efficient: This refrigerator is designed with an energy-efficient compressor that helps to maintain the temperature while keeping electricity usage low. - Frost-free double door,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Energy-efficient: this include: energy-efficient 2 Door keeping that a for - designed Frost-free key the while Double low. this Free /s refrigerator a the of Some appliance? usage by L maintain of looking key it Star that to features features compressor an What electricity double choice is temperature /s This 271 Frost with new MarQ. good make the for refrigerator refrigerator helps of are door someone - Refrigerator,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
that double with L This Star it /s Refrigerator this /s the key for - while the 2 good key new temperature the energy-efficient electricity is Door MarQ. include: Free appliance? - maintain of Energy-efficient: Double Frost refrigerator Some door low. someone for Frost-free choice What a looking an features helps 271 of usage refrigerator that by keeping are make of refrigerator features to a this designed compressor,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
that double with L This Star it /s Refrigerator this /s the key for - while the 2 good key new temperature the energy-efficient electricity is Door MarQ. Free appliance? - maintain of Energy-efficient: Double Frost refrigerator Some door low. someone for Frost-free choice What a looking an features helps 271 of usage refrigerator that by keeping are make of refrigerator features to a this designed compressor,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
I own a Samsung 198 L Direct Cool Single Door 4 Star Refrigerator,O O O B-br O O O O O O O O O
4 Direct a Refrigerator own Door Cool Star Samsung L 198 Single I,O O O O O O O O B-br O O O O
Samsung Door Direct a own 4 Star I Single Cool L Refrigerator 198,B-br O O O O O O O O O O O O
Samsung Door Direct a 4 Star I Single Cool L Refrigerator 198,B-br O O O O O O O O O O O
This Electrolux refrigerator has a model number of EHE5200SA,O B-br O O O O O O B-mo
has number of Electrolux model refrigerator EHE5200SA This a,O O O B-br O O B-mo O O
Electrolux EHE5200SA has of a refrigerator This number model,B-br B-mo O O O O O O O
Electrolux EHE5200SA has of refrigerator This number model,B-br B-mo O O O O O O
Panasonic 296 L Frost Free Double Door Refrigerator  NRBL307PSX1,B-br O O O O O O O B-mo
Door Panasonic L Refrigerator Double NRBL307PSX1 Free Frost 296,O B-br O O O B-mo O O O
L Double 296 Refrigerator Panasonic Frost Door Free NRBL307PSX1,O O O O B-br O O O B-mo
L Double Refrigerator Panasonic Frost Door Free NRBL307PSX1,O O O B-br O O O B-mo
"MarQ  by Flipkart 468 L Frost Free Side by Side Refrigerator  468ASMQS  is a good choice for those looking to buy a quality, energy-efficient refrigerator",B-br I-br I-br O O O O O O O O B-mo O O O O O O O O O O O O O
"quality, by a MarQ Side energy-efficient Flipkart 468ASMQS Side Refrigerator by those refrigerator L looking 468 Frost choice good Free for is buy a to",O I-br O B-br O O I-br B-mo O O O O O O O O O O O O O O O O O
"Side Free 468 MarQ Frost Flipkart buy refrigerator choice a for by Side quality, energy-efficient 468ASMQS Refrigerator L good those looking by is a to",O O O B-br O I-br O O O O O I-br O O O B-mo O O O O O O O O O
"Free 468 MarQ Frost Flipkart buy refrigerator choice a for by Side quality, energy-efficient 468ASMQS Refrigerator L good those looking by is a to",O O B-br O I-br O O O O O I-br O O O B-mo O O O O O O O O O
Croma 435 L Frost Free Double Door 1 Star Refrigerator  CRAR2523  is a refrigerator with a 440L double door capacity and 1 star energy rating,B-br O O O O O O O O O B-mo O O O O O O O O O O O O O O
capacity door rating double star Free Refrigerator 1 energy 440L Croma L Star Frost with a Door a and refrigerator Double 435 is CRAR2523 1,O O O O O O O O O O B-br O O O O O O O O O O O O B-mo O
Double with rating energy capacity Star refrigerator 1 a 1 CRAR2523 Refrigerator star Frost door is a 435 L 440L Door double Croma and Free,O O O O O O O O O O B-mo O O O O O O O O O O O B-br O O
Double with rating energy capacity Star refrigerator 1 a 1 CRAR2523 Refrigerator star Frost door is 435 L 440L Door double Croma and Free,O O O O O O O O O O B-mo O O O O O O O O O O B-br O O
This 3 star rated Samsung refrigerator is perfect for storing food items in a cool and fresh environment,O O O O B-br O O O O O O O O O O O O O
in for star fresh Samsung and a storing is environment refrigerator rated food perfect cool 3 items This,O O O O B-br O O O O O O O O O O O O O
environment rated cool in food star This refrigerator for 3 Samsung and perfect a items storing is fresh,O O O O O O O O O O B-br O O O O O O O
environment rated cool in food star refrigerator for 3 Samsung and perfect a items storing is fresh,O O O O O O O O O B-br O O O O O O O
The brand and model number of the refrigerator are croma and CRAR0213,O O O O O O O O O O O B-mo
model refrigerator number croma The CRAR0213 are the and and brand of,O O O O O B-mo O O O O O O
of and croma model The refrigerator are number the CRAR0213 and brand,O O O O O O O O O B-mo O O
of croma model The refrigerator are number the CRAR0213 and brand,O O O O O O O O B-mo O O
Bosch 347 L Frost Free Double Door 3 Star Refrigerator  KDN43VD40I,B-br O O O O O O O O O B-mo
Free Frost Double 347 L Star 3 Bosch Door Refrigerator KDN43VD40I,O O O O O O O B-br O O B-mo
Refrigerator Double KDN43VD40I Bosch Free 347 L Star Door 3 Frost,O O B-mo B-br O O O O O O O
Double KDN43VD40I Bosch Free 347 L Star Door 3 Frost,O B-mo B-br O O O O O O O
Haier 258 L Frost Free Double Door 3 Star Refrigerator  HEB-25TDS  is a 3 star refrigerator with a 258 litre capacity,B-br O O O O O O O O O B-mo O O O O O O O O O O
Free 3 litre Door refrigerator L a 258 star Refrigerator capacity 3 Frost is HEB-25TDS Star 258 Double Haier a with,O O O O O O O O O O O O O O B-mo O O O B-br O O
Double a Refrigerator Door L refrigerator 3 litre capacity Star Haier Frost 258 258 HEB-25TDS 3 with is star a Free,O O O O O O O O O O B-br O O O B-mo O O O O O O
Double a Refrigerator Door L refrigerator 3 litre capacity Star Haier 258 258 HEB-25TDS 3 with is star a Free,O O O O O O O O O O B-br O O B-mo O O O O O O
Voltas 251 L Frost Free Double Door 2 Star Refrigerator  RFF2753EBCF   should be converted into a meaningful sentence,B-br O O O O O O O O O B-mo O O O O O O O
Voltas Free a sentence RFF2753EBCF Star Double 2 converted 251 meaningful be Refrigerator Door L Frost into should,B-br O O O B-mo O O O O O O O O O O O O O
2 L a into Double 251 Free should Frost RFF2753EBCF Refrigerator Door Star be meaningful Voltas sentence converted,O O O O O O O O O B-mo O O O O O B-br O O
2 L a into Double Free should Frost RFF2753EBCF Refrigerator Door Star be meaningful Voltas sentence converted,O O O O O O O O B-mo O O O O O B-br O O
"Realme TechLife 564 L Frost Free Side by Side Refrigerator is the perfect appliance to make your life easier, healthier and more convenient. It features a range of innovative features, including a smart inverter compressor, a 360-degree hinge, and more, to provide a superior cooling and freezing experience",B-br I-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"healthier Side and compressor, a TechLife and more to freezing convenient. easier, superior cooling make provide Refrigerator L range It features, innovative life a features inverter of is experience your a Frost appliance 564 a to Free perfect Realme Side by smart including more, and hinge, 360-degree the",O O O O O I-br O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-br O O O O O O O O O
"easier, the Refrigerator life to L provide 360-degree appliance 564 freezing of innovative Frost TechLife a cooling features, more, make Realme smart Free is and healthier to convenient. features by hinge, experience a a It Side perfect compressor, more range including and and superior inverter Side a your",O O O O O O O O O O O O O O I-br O O O O O B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
"easier, the Refrigerator life to L provide 360-degree appliance 564 freezing of innovative Frost TechLife a cooling more, make Realme smart Free is and healthier to convenient. features by hinge, experience a a It Side perfect compressor, more range including and and superior inverter Side a your",O O O O O O O O O O O O O O I-br O O O O B-br O O O O O O O O O O O O O O O O O O O O O O O O O O O
Hitachi 651 L Frost Free Side by Side Refrigerator  RM700GPND2  is a good choice for its features and energy efficiency,B-br O O O O O O O O B-mo O O O O O O O O O O
Side Frost Hitachi by good is energy efficiency Side features Free and L choice RM700GPND2 a 651 for its Refrigerator,O O B-br O O O O O O O O O O O B-mo O O O O O
by Refrigerator good is features RM700GPND2 efficiency its Side and a choice Free L energy for 651 Frost Hitachi Side,O O O O O B-mo O O O O O O O O O O O O B-br O
by Refrigerator good is features RM700GPND2 efficiency its and a choice Free L energy for 651 Frost Hitachi Side,O O O O O B-mo O O O O O O O O O O O B-br O
noinput,O
noinput,O
noinput,O
,
Croma 347 L Frost Free Double Door 2 Star Refrigerator  CRAR2404,B-br O O O O O O O O O B-mo
2 Refrigerator Double Free Frost Croma Star L CRAR2404 Door 347,O O O O O B-br O O B-mo O O
Croma L 347 2 Star Double Frost Free Door Refrigerator CRAR2404,B-br O O O O O O O O O B-mo
Croma L 2 Star Double Frost Free Door Refrigerator CRAR2404,B-br O O O O O O O O B-mo
This Samsung refrigerator has a 3 star rating and is a double door model,O B-br O O O O O O O O O O O O
a Samsung is rating door and has This star 3 double a refrigerator model,O B-br O O O O O O O O O O O O
This a double door model rating Samsung has 3 star refrigerator is and a,O O O O O O B-br O O O O O O O
This a double door model rating Samsung has 3 star refrigerator is a,O O O O O O B-br O O O O O O
The Electrolux 190 L Direct Cool Single Door 3 Star Refrigerator  EN205PTSV  allows you to store food and drinks in a cool and energy-efficient manner,O B-br O O O O O O O O O B-mo O O O O O O O O O O O O O
L Star Door Electrolux and EN205PTSV energy-efficient Refrigerator in manner Cool store a food Single Direct drinks The 3 you to allows cool 190 and,O O O B-br O B-mo O O O O O O O O O O O O O O O O O O O
EN205PTSV to cool drinks a manner store in Door allows and Single 190 Refrigerator Star energy-efficient 3 Direct Electrolux The Cool food you and L,B-mo O O O O O O O O O O O O O O O O O B-br O O O O O O
EN205PTSV to cool drinks a manner store Door allows and Single 190 Refrigerator Star energy-efficient 3 Direct Electrolux The Cool food you and L,B-mo O O O O O O O O O O O O O O O O B-br O O O O O O
This is a Videocon 215 L Direct Cool Single Door 5 Star Refrigerator,O O O B-br O O O O O O O O O
Refrigerator Star a 5 L This Direct Videocon Door Single Cool is 215,O O O O O O O B-br O O O O O
Door L Single Star a This Direct is Cool 5 Videocon Refrigerator 215,O O O O O O O O O O B-br O O
Door L Single Star a This Direct is Cool 5 Videocon Refrigerator,O O O O O O O O O O B-br O
Siemens 306 L Direct Cool Single Door 5 Star Refrigerator  FI24DP02  provides superior cooling performance for your convenience,B-br O O O O O O O O O B-mo O O O O O O O
Star 5 superior 306 provides cooling FI24DP02 for Siemens L Cool Refrigerator convenience your Door performance Single Direct,O O O O O O B-mo O B-br O O O O O O O O O
Refrigerator Single convenience cooling Siemens your Door 306 superior for Direct Cool Star provides performance 5 L FI24DP02,O O O O B-br O O O O O O O O O O O O B-mo
Refrigerator Single convenience cooling Siemens your 306 superior for Direct Cool Star provides performance 5 L FI24DP02,O O O O B-br O O O O O O O O O O O B-mo
Samsung 275 L Frost Free Double Door 3 Star Refrigerator is a good option to cool and store your food,B-br O O O O O O O O O O O O O O O O O O O
and good Samsung Star option 275 3 Free your Door is Double to food L a cool store Frost Refrigerator,O O B-br O O O O O O O O O O O O O O O O O
your a cool 3 Free option Refrigerator to food is and good Double 275 store L Frost Door Star Samsung,O O O O O O O O O O O O O O O O O O O B-br
your a cool 3 option Refrigerator to food is and good Double 275 store L Frost Door Star Samsung,O O O O O O O O O O O O O O O O O O B-br
Croma 170 L Direct Cool Single Door Refrigerator  CRAC0211,B-br O O O O O O O B-mo
Single CRAC0211 Cool 170 Croma Refrigerator L Door Direct,O B-mo O O B-br O O O O
Door 170 Single CRAC0211 L Refrigerator Direct Croma Cool,O O O B-mo O O O B-br O
Door Single CRAC0211 L Refrigerator Direct Croma Cool,O O B-mo O O O B-br O
Videocon 280 L Frost Free Double Door 3 Star Refrigerator,B-br O O O O O O O O O
L 3 Refrigerator 280 Star Frost Videocon Door Double Free,O O O O O O B-br O O O
L Door Free 3 Frost 280 Refrigerator Videocon Star Double,O O O O O O O B-br O O
L Door Free 3 Frost 280 Refrigerator Star Double,O O O O O O O O O
This Lloyd  GLFF343ADST1PB  refrigerator is three star rated,O B-br B-mo O O O O O
refrigerator GLFF343ADST1PB star Lloyd is rated three This,O B-mo O B-br O O O O
is refrigerator three rated star This GLFF343ADST1PB Lloyd,O O O O O O B-mo B-br
is refrigerator three rated star GLFF343ADST1PB Lloyd,O O O O O B-mo B-br
Samsung 478 L Frost Free Double Door 3 Star Refrigerator,B-br O O O O O O O O O
Door Star Double 3 Free Refrigerator 478 Frost L Samsung,O O O O O O O O O B-br
L Door 478 Samsung Double 3 Frost Star Refrigerator Free,O O O B-br O O O O O O
L Door 478 Double 3 Frost Star Refrigerator Free,O O O O O O O O O
RDC215CVWEX   Voltas,B-mo B-br
Voltas RDC215CVWEX,B-br B-mo
RDC215CVWEX Voltas,B-mo B-br
Voltas,B-br
MarQ by Flipkart 170 L Direct Cool Single Door 2 Star Refrigerator  170BD2MQR,B-br I-br I-br O O O O O O O O O B-mo
2 L Single Direct Star Cool by 170BD2MQR Flipkart Door 170 MarQ Refrigerator,O O O O O O I-br B-mo I-br O O B-br O
170BD2MQR Refrigerator by Door Star MarQ 170 Cool L Flipkart Single Direct 2,B-mo O I-br O O B-br O O O I-br O O O
170BD2MQR Refrigerator by Door Star MarQ 170 Cool L Flipkart Single 2,B-mo O I-br O O B-br O O O I-br O O
Hitachi 700L Frost Free Side by Side Inverter Technology Refrigerator  RWB800PND5,B-br O O O O O O O O O B-mo
Inverter 700L Side Frost Technology Hitachi Free by Side Refrigerator RWB800PND5,O O O O O B-br O O O O B-mo
by Free Side Side RWB800PND5 Refrigerator Hitachi 700L Inverter Technology Frost,O O O O B-mo O B-br O O O O
by Free Side Side RWB800PND5 Refrigerator Hitachi Inverter Technology Frost,O O O O B-mo O B-br O O O
Voltas 195 L Direct Cool Single Door 3 Star Refrigerator  RDC215CDBEX/XXSG,B-br O O O O O O O O O B-mo
Voltas Refrigerator Cool Door 3 195 Direct Single Star RDC215CDBEX/XXSG L,B-br O O O O O O O O B-mo O
Star Single L 3 Voltas Cool 195 Door RDC215CDBEX/XXSG Refrigerator Direct,O O O O B-br O O O B-mo O O
Star L 3 Voltas Cool 195 Door RDC215CDBEX/XXSG Refrigerator Direct,O O O B-br O O O B-mo O O
Croma 592 L Frost Free Side by Side 3 Star Refrigerator  CRAR2621,B-br O O O O O O O O O O B-mo
Frost Side Croma Free Side L 3 592 by Refrigerator CRAR2621 Star,O O B-br O O O O O O O B-mo O
by L Side Side 3 CRAR2621 Refrigerator Star Free Frost 592 Croma,O O O O O B-mo O O O O O B-br
by L Side 3 CRAR2621 Refrigerator Star Free Frost 592 Croma,O O O O B-mo O O O O O B-br
Siemens 401 L Frost Free Double Door 2 Star Refrigerator  KD46NXI30I  is an example of a refrigerator,B-br O O O O O O O O O B-mo O O O O O O
Door refrigerator L is an Double Siemens 401 Frost a Free Star 2 example Refrigerator KD46NXI30I of,O O O O O O B-br O O O O O O O O B-mo O
refrigerator L Siemens 2 a KD46NXI30I example 401 an Frost is Double Refrigerator Star Free of Door,O O B-br O O B-mo O O O O O O O O O O O
refrigerator L Siemens 2 a KD46NXI30I example 401 Frost is Double Refrigerator Star Free of Door,O O B-br O O B-mo O O O O O O O O O O
"This refrigerator from Siemens has a direct cool function and 5 stars in energy efficiency rating.   Input Text  with characters like,   -, etc. :  Siemens 276 L Direct Cool Double Door 5 Star Refrigerator  KI87SAF30I   Output:  5 star energy efficient refrigerator from Siemens",O O O B-br O O O O O O O O O O O O O O O O O O O O B-br O O O O O O O O O B-mo O O O O O O O B-br
"Output: and This a Input in Text Refrigerator Siemens function Direct with 5 rating. -, has 5 like, from efficient from efficiency Star cool energy Siemens Door star Double characters Siemens L 5 : refrigerator KI87SAF30I etc. stars energy refrigerator direct Cool 276",O O O O O O O O B-br O O O O O O O O O O O O O O O O B-br O O O O B-br O O O O B-mo O O O O O O O
"276 from Door Direct energy efficient energy refrigerator function has refrigerator a 5 -, characters Text Double and with efficiency cool L 5 This etc. from Input KI87SAF30I stars direct Siemens Siemens Cool Star : Refrigerator 5 in rating. star Output: Siemens like,",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-mo O O B-br B-br O O O O O O O O O B-br O
"276 from Door Direct energy efficient energy refrigerator function has refrigerator a 5 -, characters Text Double and with efficiency cool 5 This etc. from Input KI87SAF30I stars direct Siemens Siemens Cool Star : Refrigerator 5 in rating. star Output: Siemens like,",O O O O O O O O O O O O O O O O O O O O O O O O O O B-mo O O B-br B-br O O O O O O O O O B-br O
Haier HEF 35TKS 345 L Frost Free Double Door 3 Star Refrigerator,B-br B-mo I-mo O O O O O O O O O
Free 3 Door Haier Frost Refrigerator Double L HEF 345 Star 35TKS,O O O B-br O O O O B-mo O O I-mo
35TKS Double Haier Frost 345 L Free HEF Star 3 Door Refrigerator,I-mo O B-br O O O O B-mo O O O O
35TKS Double Frost 345 L Free HEF Star 3 Door Refrigerator,I-mo O O O O O B-mo O O O O
The refrigerator model number is NEO DF278 PRM 3S. It s a 3 star Frost Free Double Door refrigerator from Whirlpool,O O O O O B-mo I-mo I-mo I-mo O O O O O O O O O O O B-br
Double a refrigerator from NEO PRM DF278 is The star s number 3S. It 3 Free Door Frost model Whirlpool refrigerator,O O O O B-mo I-mo I-mo O O O O O I-mo O O O O O O B-br O
Double Door The star DF278 PRM refrigerator Frost s refrigerator 3 from is 3S. Free Whirlpool NEO model a number It,O O O O I-mo I-mo O O O O O O O I-mo O B-br B-mo O O O O
Door The star DF278 PRM refrigerator Frost s refrigerator 3 from is 3S. Free Whirlpool NEO model a number It,O O O I-mo I-mo O O O O O O O I-mo O B-br B-mo O O O O
Hitachi 650 L Frost Free Side by Side Inverter Technology Refrigerator,B-br O O O O O O O O O O
Frost Inverter L Side Side Hitachi Free Refrigerator by 650 Technology,O O O O O B-br O O O O O
Side Side Frost Hitachi 650 Refrigerator Free by L Inverter Technology,O O O B-br O O O O O O O
Side Side Frost 650 Refrigerator Free by L Inverter Technology,O O O O O O O O O O
Panasonic  NRBS60VKX1,B-br B-mo
Panasonic NRBS60VKX1,B-br B-mo
Panasonic NRBS60VKX1,B-br B-mo
Panasonic,B-br
LG 215 L Direct Cool Single Door 4 Star Refrigerator,B-br O O O O O O O O O
215 Cool Single LG Direct Door Refrigerator Star L 4,O O O B-br O O O O O O
4 215 LG Direct L Refrigerator Star Cool Single Door,O O B-br O O O O O O O
4 215 LG Direct L Refrigerator Cool Single Door,O O B-br O O O O O O
Videocon 190 L Frost Free Double Door 2 Star Refrigerator,B-br O O O O O O O O O
Star L 2 Double Door Free Refrigerator 190 Videocon Frost,O O O O O O O O B-br O
190 L Star Door Refrigerator Frost 2 Free Double Videocon,O O O O O O O O O B-br
190 L Star Door Refrigerator Frost 2 Free Double,O O O O O O O O O
Koryo 190 L Direct Cool Single Door 3 Star Refrigerator  KDR210S3,B-br O O O O O O O O O B-mo
Single Koryo Direct Cool L Refrigerator KDR210S3 3 Star 190 Door,O B-br O O O O B-mo O O O O
Star 3 190 Direct Cool L Refrigerator Door Koryo KDR210S3 Single,O O O O O O O O B-br B-mo O
Star 3 190 Direct L Refrigerator Door Koryo KDR210S3 Single,O O O O O O O B-br B-mo O
2 star refrigerator from Samsung,O O O O B-br
star 2 refrigerator Samsung from,O O O B-br O
from Samsung refrigerator 2 star,O B-br O O O
from Samsung 2 star,O B-br O O
Videocon Frost Free Double Door 2 Star Refrigerator  VAL251E,B-br O O O O O O O B-mo
VAL251E Free Refrigerator Double Frost Door 2 Star Videocon,B-mo O O O O O O O B-br
Star Refrigerator Free Frost 2 VAL251E Door Videocon Double,O O O O O B-mo O B-br O
Star Refrigerator Free Frost 2 VAL251E Videocon Double,O O O O O B-mo B-br O
This Panasonic double door frost-free refrigerator offers 2 stars energy rating for energy efficiency,O B-br O O O O O O O O O O O O
frost-free energy refrigerator rating for door energy This efficiency offers stars double 2 Panasonic,O O O O O O O O O O O O O B-br
rating 2 door refrigerator Panasonic double frost-free efficiency energy This energy stars for offers,O O O O B-br O O O O O O O O O
rating 2 door refrigerator Panasonic double frost-free efficiency energy This energy stars for,O O O O B-br O O O O O O O O
LG 340 L Frost Free Double Door 3 Star Refrigerator GL T342VESX,B-br O O O O O O O O O B-mo I-mo
Frost 340 3 Door GL Refrigerator T342VESX LG Star Free L Double,O O O O B-mo O I-mo B-br O O O O
GL 340 Star Frost Refrigerator T342VESX Double L Free Door 3 LG,B-mo O O O O I-mo O O O O O B-br
GL 340 Star Frost Refrigerator T342VESX Double L Door 3 LG,B-mo O O O O I-mo O O O O B-br
Whirlpool 200 L Direct Cool Single Door 3 Star Refrigerator  215 IM PRO PRM 3S,B-br O O O O O O O O O B-mo I-mo I-mo I-mo I-mo
Whirlpool Refrigerator L 3 Cool 3S IM Direct Door Star Single PRM 200 215 PRO,B-br O O O O I-mo I-mo O O O O I-mo O B-mo I-mo
L Refrigerator Single Cool 3 PRO Door 200 Whirlpool 215 IM Star 3S PRM Direct,O O O O O I-mo O O B-br B-mo I-mo O I-mo I-mo O
L Refrigerator Single Cool 3 Door 200 Whirlpool 215 IM Star 3S PRM Direct,O O O O O O O B-br B-mo I-mo O I-mo I-mo O
MarQ by Flipkart s 4 Star 196L Direct Cool Single Door Refrigerator  Model Number 196BD4MQR2  offers energy-efficient cooling and a spacious design,B-br I-br I-br O O O O O O O O O O O B-mo O O O O O O O
Cool Single a Flipkart Model 4 s MarQ Door Number offers Direct design by cooling Star spacious and Refrigerator 196BD4MQR2 energy-efficient 196L,O O O I-br O O O B-br O O O O O I-br O O O O O B-mo O O
Single Flipkart 196BD4MQR2 and by Number cooling offers spacious Model MarQ Cool Direct s a 4 design Star 196L Refrigerator Door energy-efficient,O I-br B-mo O I-br O O O O O B-br O O O O O O O O O O O
Single Flipkart 196BD4MQR2 and by Number cooling offers spacious Model MarQ Cool Direct s 4 design Star 196L Refrigerator Door energy-efficient,O I-br B-mo O I-br O O O O O B-br O O O O O O O O O O
This MarQ by Flipkart 563 L Frost Free Side by Side Refrigerator  563GSMQS  is the perfect appliance to enhance the storage and organization of your food items,O B-br I-br I-br O O O O O O O O B-mo O O O O O O O O O O O O O O
to of 563GSMQS Flipkart organization your food Side and items is Free Frost Refrigerator the storage 563 Side This the by perfect appliance enhance MarQ by L,O O B-mo I-br O O O O O O O O O O O O O O O O I-br O O O B-br O O
storage L MarQ organization is of Refrigerator by to by 563GSMQS appliance perfect Side Frost your enhance the Flipkart This Side items the food and Free 563,O O B-br O O O O O O I-br B-mo O O O O O O O I-br O O O O O O O O
storage L MarQ organization is of Refrigerator by to by 563GSMQS appliance perfect Side Frost your enhance the This Side items the food and Free 563,O O B-br O O O O O O I-br B-mo O O O O O O O O O O O O O O O
a href= https://en.wikipedia.org/wiki/G%C3%A9d_%C3%A9j%22,O O O
a https://en.wikipedia.org/wiki/G%C3%A9d_%C3%A9j%22 href=,O O O
a href= https://en.wikipedia.org/wiki/G%C3%A9d_%C3%A9j%22,O O O
a https://en.wikipedia.org/wiki/G%C3%A9d_%C3%A9j%22,O O
The Panasonic 197 L Direct Cool Single Door 2 Star Refrigerator  NR A201BTAN  is a refrigerator that cools quickly,O B-br O O O O O O O O O B-mo I-mo O O O O O O
A201BTAN 197 that a Star quickly Direct is Panasonic cools refrigerator Single The NR Door Refrigerator Cool L 2,I-mo O O O O O O O B-br O O O O B-mo O O O O O
refrigerator A201BTAN quickly Single cools a NR is 2 Cool Door Direct that The Refrigerator L 197 Panasonic Star,O I-mo O O O O B-mo O O O O O O O O O O B-br O
